Datetime;Price;Source;Tag;Note;Link
2022-09-06 00:00:00;50;wwipl;;;
2022-12-21 00:00:00;52;wwipl;;;
2023-01-06 00:00:00;55;wwipl;;;
2023-01-16 00:00:00;54;wwipl;;;
2023-02-02 00:00:00;210;wwipl;;;
2023-02-04 00:00:00;212;wwipl;;;
2023-02-06 00:00:00;85;wwipl;;;
2023-02-07 00:00:00;80;wwipl;;;
2023-02-10 00:00:00;79;wwipl;;;
2023-03-24 00:00:00;80;wwipl;;;
2023-07-03 00:00:00;90;wwipl;;;
2023-07-10 00:00:00;91;wwipl;;;
2023-07-13 00:00:00;100;wwipl;;;
2023-07-14 00:00:00;101;wwipl;;;
2023-08-02 00:00:00;110;wwipl;;;
2023-08-03 00:00:00;111;wwipl;;;
2023-12-07 00:00:00;115;wwipl;;;
2024-02-14 00:00:00;121;wwipl;;;
2024-02-20 00:00:00;122;wwipl;;;
2024-04-13 00:00:00;130;wwipl;;;
2024-04-14 00:00:00;140;wwipl;;;
2024-04-15 00:00:00;150;wwipl;;;
2024-04-15 00:00:00;160;wwipl;;;
2024-04-17 00:00:00;162;wwipl;;;
2024-04-22 00:00:00;170;wwipl;;;
2024-04-23 00:00:00;175;wwipl;;;
2024-09-14 00:00:00;190;wwipl;;;
2024-09-15 00:00:00;195;wwipl;;;
2025-03-04 00:00:00;200;wwipl;;;
2025-03-13 00:00:00;202;wwipl;;;
2025-03-15 00:00:00;200;wwipl;;;
